message_id,channel,message,category,sentiment,urgency,summary,product_mentioned,classifier
4232,in-app,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
4233,chat,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective. Pls respond asap.",Complaint,negative,high,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
4234,email,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
4235,chat,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
4236,whatsapp,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
4237,email,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
4238,in-app,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
4239,in-app,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
4240,in-app,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
4241,whatsapp,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
4242,whatsapp,How do I pair the earbuds with Samsung S22?? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22?? the manual isn’t clear,EarBuds,rule_based
4243,chat,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
4244,chat,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
4245,email,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
4246,in-app,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
4247,whatsapp,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
4248,email,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
4249,email,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
4250,chat,Where’s my order?? It said delivery 2 days ago. This is ridiculous. Pls respond asap.,Complaint,neutral,high,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous. pls respond,,rule_based
4251,email,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
4252,email,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
4253,in-app,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
4254,whatsapp,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
4255,email,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
4256,whatsapp,"I want to change the size of the sneakers I bought yesterday, can u help?",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
4257,email,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
4258,in-app,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
4259,email,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
4260,whatsapp,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
4261,email,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
4262,email,Your prices increasing every week???? What’s going on??,Inquiry,neutral,low,Customer asks about your prices increasing every week???? what’s going on,,rule_based
4263,email,Could you add more colors of the slim tshirt?? Only black is boring (no offense lol). Pls respond asap.,Suggestion,neutral,high,Customer suggests could you add more colors of the slim tshirt?? only black is boring (no offense,,rule_based
4264,whatsapp,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
4265,whatsapp,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
4266,email,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
4267,chat,Where’s my order?? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous,,rule_based
4268,email,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
4269,chat,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
4270,in-app,Where’s my order?? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous,,rule_based
4271,in-app,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
4272,whatsapp,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
4273,email,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
4274,chat,That coffee press is amazing but I wish it came in 1.5L too. Pls respond asap.,Inquiry,positive,high,Customer asks about that coffee press is amazing but i wish it came in 1.5l too. pls respond asap,Coffee Press,rule_based
4275,chat,"I want to change the size of the sneakers I bought yesterday, can u help?",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
4276,email,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
4277,email,How do I pair the earbuds with Samsung S22?? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22?? the manual isn’t clear,EarBuds,rule_based
4278,chat,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
4279,whatsapp,Your prices increasing every week?? What’s going on? Pls respond asap.,Inquiry,neutral,high,Customer asks about your prices increasing every week?? what’s going on? pls respond asap,,rule_based
4280,email,Where’s my order?? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous,,rule_based
4281,chat,Could you add more colors of the slim tshirt?? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt?? only black is boring (no offense,,rule_based
4282,chat,Your prices increasing every week???? What’s going on??,Inquiry,neutral,low,Customer asks about your prices increasing every week???? what’s going on,,rule_based
4283,email,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
4284,chat,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
4285,email,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
4286,email,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging?? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging?? not s",EarBud Pro,rule_based
4287,whatsapp,Could you add more colors of the slim tshirt? Only black is boring (no offense lol). Pls respond asap.,Suggestion,neutral,high,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
4288,email,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
4289,in-app,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
4290,chat,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
4291,email,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
4292,chat,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective. Pls respond asap.",Complaint,negative,high,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
4293,chat,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
4294,email,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
4295,chat,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
4296,email,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
4297,chat,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
4298,chat,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
4299,whatsapp,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
4300,email,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
4301,chat,"I want to change the size of the sneakers I bought yesterday, can u help?",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
4302,in-app,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
4303,chat,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
4304,chat,"I want to change the size of the sneakers I bought yesterday, can u help?",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
4305,email,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
4306,email,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
4307,email,The cook set is good but the lids don’t fit perfectly. Just FYI. Pls respond asap.,Complaint,positive,high,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi. pls respond asa,Cook Set,rule_based
4308,email,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
4309,in-app,Where’s my order???? It said delivery 2 days ago. This is ridiculous. Pls respond asap.,Complaint,neutral,high,Customer reports where’s my order???? it said delivery 2 days ago. this is ridiculous. pls respon,,rule_based
4310,chat,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
4311,chat,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
4312,whatsapp,Where’s my order?? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous,,rule_based
4313,chat,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
4314,chat,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
4315,whatsapp,"I want to change the size of the sneakers I bought yesterday, can u help?",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
4316,whatsapp,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
4317,in-app,Your prices increasing every week?? What’s going on? Pls respond asap.,Inquiry,neutral,high,Customer asks about your prices increasing every week?? what’s going on? pls respond asap,,rule_based
4318,whatsapp,Where’s my order???? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order???? it said delivery 2 days ago. this is ridiculous,,rule_based
4319,whatsapp,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
4320,in-app,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
4321,whatsapp,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging?? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging?? not s",EarBud Pro,rule_based
4322,email,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
4323,email,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
4324,whatsapp,Where’s my order???? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order???? it said delivery 2 days ago. this is ridiculous,,rule_based
4325,email,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
4326,chat,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
4327,whatsapp,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
4328,whatsapp,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
4329,in-app,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective. Pls respond asap.",Complaint,negative,high,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
4330,chat,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
4331,chat,How do I pair the earbuds with Samsung S22?? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22?? the manual isn’t clear,EarBuds,rule_based
4332,whatsapp,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
4333,whatsapp,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
4334,in-app,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
4335,chat,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
4336,chat,"I want to change the size of the sneakers I bought yesterday, can u help?",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
4337,in-app,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
4338,chat,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
4339,email,"I want to change the size of the sneakers I bought yesterday, can u help?",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
4340,chat,Could you add more colors of the slim tshirt?? Only black is boring (no offense lol). Pls respond asap.,Suggestion,neutral,high,Customer suggests could you add more colors of the slim tshirt?? only black is boring (no offense,,rule_based
4341,whatsapp,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
4342,email,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
4343,whatsapp,Your prices increasing every week?? What’s going on? Pls respond asap.,Inquiry,neutral,high,Customer asks about your prices increasing every week?? what’s going on? pls respond asap,,rule_based
4344,in-app,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
4345,in-app,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
4346,in-app,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
4347,email,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
4348,chat,"I want to change the size of the sneakers I bought yesterday, can u help?",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
4349,email,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
4350,in-app,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
4351,email,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
4352,email,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
4353,email,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
4354,chat,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
4355,whatsapp,Where’s my order?? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous,,rule_based
4356,chat,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
4357,email,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
4358,email,Could you add more colors of the slim tshirt? Only black is boring (no offense lol). Pls respond asap.,Suggestion,neutral,high,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
4359,email,Where’s my order?? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous,,rule_based
4360,whatsapp,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
4361,chat,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
4362,in-app,Where’s my order?? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous,,rule_based
4363,whatsapp,Where’s my order?? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous,,rule_based
4364,whatsapp,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
4365,in-app,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
4366,whatsapp,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
4367,in-app,"I want to change the size of the sneakers I bought yesterday, can u help?",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
4368,email,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
4369,in-app,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
4370,in-app,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
4371,in-app,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
4372,chat,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
4373,email,Your prices increasing every week???? What’s going on??,Inquiry,neutral,low,Customer asks about your prices increasing every week???? what’s going on,,rule_based
4374,in-app,The cook set is good but the lids don’t fit perfectly. Just FYI. Pls respond asap.,Complaint,positive,high,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi. pls respond asa,Cook Set,rule_based
4375,whatsapp,Your prices increasing every week?? What’s going on? Pls respond asap.,Inquiry,neutral,high,Customer asks about your prices increasing every week?? what’s going on? pls respond asap,,rule_based
4376,whatsapp,Where’s my order???? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order???? it said delivery 2 days ago. this is ridiculous,,rule_based
4377,email,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
4378,chat,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
4379,in-app,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
4380,email,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
4381,chat,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
4382,in-app,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
4383,email,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
4384,chat,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
4385,in-app,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
4386,in-app,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
4387,chat,Could you add more colors of the slim tshirt?? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt?? only black is boring (no offense,,rule_based
4388,email,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
4389,in-app,"I want to change the size of the sneakers I bought yesterday, can u help? Pls respond asap.",Transactional Request,neutral,high,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help? pls re",Sneakers,rule_based
4390,whatsapp,How do I pair the earbuds with Samsung S22? The manual isn’t clear. Pls respond asap.,Inquiry,neutral,high,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear. pls respond,EarBuds,rule_based
4391,whatsapp,Where’s my order?? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous,,rule_based
4392,email,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
4393,whatsapp,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
4394,whatsapp,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
